State,District,Latitude,Longitude,District code,Population,Households_with_Internet,Households_with_Electric_Lighting,sex_ratio,litercy_rate
Uttar Pradesh,Kannauj,26.99398862,79.6443794,160,1656616,2488,61491,879,61
Uttar Pradesh,Kanpur Dehat,26.43047641,79.98710083,163,1796184,2682,49753,865,65
Uttar Pradesh,Kaushambi,25.53587532,81.41811282,174,1599596,1503,43753,908,51
Uttar Pradesh,Kushinagar,26.89253068,83.92261542,189,3564544,3486,127331,961,55
Uttar Pradesh,Lalitpur,24.58877161,78.60082331,167,1221592,1079,77082,906,52
Uttar Pradesh,Lucknow,26.83823359,80.89706027,157,4589838,68506,582769,917,68
Uttar Pradesh,Mahoba,25.3452967,79.67863003,169,875958,1316,42936,878,56
Uttar Pradesh,Mainpuri,27.17386862,79.03501851,148,1868529,2642,79022,881,64
Uttar Pradesh,Mathura,27.59390433,77.62153417,145,2547184,8726,281239,863,59
Uttar Pradesh,Mau,26.01082204,83.50582654,192,2205968,2656,149908,979,62
Uttar Pradesh,Meerut,29.02957626,77.80611006,138,3443689,23717,425624,886,62
Uttar Pradesh,Mirzapur,25.10207959,82.60126629,199,2496970,4447,145997,903,57
Uttar Pradesh,Moradabad,28.85177041,78.73580193,135,4772006,11690,281758,906,47
Uttar Pradesh,Muzaffarnagar,29.47050798,77.64017848,133,4143512,10077,368153,889,58
Uttar Pradesh,Pilibhit,28.52024175,79.90103974,151,2031007,2870,83006,895,52
Uttar Pradesh,Pratapgarh,25.86484273,81.93530049,131,867848,716,71612,983,46
Uttar Pradesh,Pratapgarh,25.86484273,81.93530049,173,3209141,5149,140538,998,60
Uttar Pradesh,Rae Bareli,26.25390284,81.22260463,158,3405559,5184,247856,943,58
Uttar Pradesh,Rampur,28.83244727,79.10977333,136,2335819,3847,131112,909,45
Uttar Pradesh,Saharanpur,30.03381165,77.59905148,132,3466382,9699,404499,890,60
Uttar Pradesh,Sant Kabir Nagar,26.79159652,83.03877643,186,1715183,2031,79525,972,56
Uttar Pradesh,Shahjahanpur,27.99138935,79.83022753,152,3006538,3889,115163,872,50
Uttar Pradesh,Sitapur,27.50199596,80.85288881,154,4483992,3874,102040,888,51
Uttar Pradesh,Sonbhadra,24.46693269,83.06816325,200,1862559,5149,95582,918,53
Uttar Pradesh,Sultanpur,26.28463864,82.05710457,179,3797117,5956,233701,983,59
Uttar Pradesh,Unnao,26.63163991,80.63677329,156,3108367,3476,99466,907,57
Uttar Pradesh,Varanasi,25.36057089,82.82529667,197,3676841,19214,336056,913,65
Uttaranchal,Almora,29.68353213,79.50165064,64,622506,1830,109876,1139,70
Uttaranchal,Bageshwar,29.98703393,79.83954354,63,259898,435,47083,1090,69
Uttaranchal,Chamoli,30.58338611,79.56281096,57,391605,899,71524,1019,72
Uttaranchal,Champawat,29.29142394,80.07720212,65,259648,548,37725,980,68
Uttaranchal,Pithoragarh,30.14720632,80.34229231,62,483439,1344,95421,1020,71
Uttaranchal,Tehri Garhwal,30.46370092,78.48783793,59,618931,1366,117239,1077,66
Uttaranchal,Udham Singh Nagar,29.02779578,79.45629005,67,1648902,7883,254802,920,63
Uttaranchal,Uttarkashi,30.96895855,78.56880615,56,330086,602,52621,958,65
West Bengal,Bankura,23.08128089,87.12640054,339,3596674,4273,334670,957,62
West Bengal,Barddhaman,23.44445389,87.81505811,335,7717563,32323,1049943,945,68
West Bengal,Birbhum,24.06389343,87.65153089,334,3502404,5210,333752,956,62
West Bengal,Dakshin Dinajpur,25.34209436,88.6982168,331,1676276,2518,168069,956,65
West Bengal,Darjiling,26.83961957,88.33145067,327,1846823,10943,297176,970,71
West Bengal,Haora,22.40167417,87.99421177,341,4850029,30751,796953,939,74
West Bengal,Hugli,22.87929265,88.00010265,338,5519145,31725,965258,961,74
West Bengal,Jalpaiguri,26.62642031,89.04154375,328,3872846,9322,382500,953,65
West Bengal,Kolkata,22.55058148,88.35276481,342,4496694,136618,927602,908,80
West Bengal,Maldah,25.08026803,88.17191685,332,3988845,5357,297716,944,52
West Bengal,Murshidabad,24.25950655,88.1681686,333,7103807,7951,541169,958,57
West Bengal,Nadia,23.56410971,88.58293035,336,5167600,12787,623729,947,67
West Bengal,Puruliya,23.25419233,86.39685329,340,2930115,3551,189889,957,55
West Bengal,Uttar Dinajpur,26.04461917,88.23595232,330,3007134,2883,199307,939,50
